aro_accession,aro_name,amr_gene_family,drug_class,mechanism,hierarchy_node
blaOXY-2-7,extended-spectrum class A beta-lactamase OXY-2-7,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-7
blaOXY-2-70,extended-spectrum class A beta-lactamase OXY-2-70,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-70
blaOXY-2-71,extended-spectrum class A beta-lactamase OXY-2-71,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-71
blaOXY-2-8,extended-spectrum class A beta-lactamase OXY-2-8,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-8
blaOXY-2-9,extended-spectrum class A beta-lactamase OXY-2-9,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-9
blaOXY-3-1,extended-spectrum class A beta-lactamase OXY-3-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-3-1
blaOXY-3-2,extended-spectrum class A beta-lactamase OXY-3-2,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-3-2
blaOXY-3-3,extended-spectrum class A beta-lactamase OXY-3-3,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-3-3
blaOXY-4-1,extended-spectrum class A beta-lactamase OXY-4-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-4-1
blaOXY-4-2,extended-spectrum class A beta-lactamase OXY-4-2,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-4-2
blaOXY-4-3,extended-spectrum class A beta-lactamase OXY-4-3,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-4-3
blaOXY-4-4,extended-spectrum class A beta-lactamase OXY-4-4,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-4-4
blaOXY-4-5,extended-spectrum class A beta-lactamase OXY-4-5,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-4-5
blaOXY-5-1,extended-spectrum class A beta-lactamase OXY-5-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-5-1
blaOXY-5-10,extended-spectrum class A beta-lactamase OXY-5-10,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-5-10
blaOXY-5-11,extended-spectrum class A beta-lactamase OXY-5-11,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-5-11
blaOXY-5-12,extended-spectrum class A beta-lactamase OXY-5-12,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-5-12
blaOXY-5-13,extended-spectrum class A beta-lactamase OXY-5-13,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-5-13
blaOXY-5-14,extended-spectrum class A beta-lactamase OXY-5-14,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-5-14
blaOXY-5-15,extended-spectrum class A beta-lactamase OXY-5-15,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-5-15
blaOXY-5-2,extended-spectrum class A beta-lactamase OXY-5-2,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-5-2
blaOXY-5-3,extended-spectrum class A beta-lactamase OXY-5-3,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-5-3
blaOXY-5-4,extended-spectrum class A beta-lactamase OXY-5-4,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-5-4
blaOXY-5-5,extended-spectrum class A beta-lactamase OXY-5-5,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-5-5
blaOXY-5-6,extended-spectrum class A beta-lactamase OXY-5-6,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-5-6
blaOXY-5-7,extended-spectrum class A beta-lactamase OXY-5-7,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-5-7
blaOXY-5-8,extended-spectrum class A beta-lactamase OXY-5-8,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-5-8
blaOXY-5-9,extended-spectrum class A beta-lactamase OXY-5-9,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-5-9
blaOXY-6-1,extended-spectrum class A beta-lactamase OXY-6-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-1
blaOXY-6-10,extended-spectrum class A beta-lactamase OXY-6-10,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-10
blaOXY-6-11,extended-spectrum class A beta-lactamase OXY-6-11,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-11
blaOXY-6-12,extended-spectrum class A beta-lactamase OXY-6-12,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-12
blaOXY-6-13,extended-spectrum class A beta-lactamase OXY-6-13,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-13
blaOXY-6-14,extended-spectrum class A beta-lactamase OXY-6-14,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-14
blaOXY-6-15,extended-spectrum class A beta-lactamase OXY-6-15,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-15
blaOXY-6-16,extended-spectrum class A beta-lactamase OXY-6-16,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-16
blaOXY-6-17,extended-spectrum class A beta-lactamase OXY-6-17,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-17
blaOXY-6-18,extended-spectrum class A beta-lactamase OXY-6-18,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-18
blaOXY-6-19,extended-spectrum class A beta-lactamase OXY-6-19,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-19
blaOXY-6-2,extended-spectrum class A beta-lactamase OXY-6-2,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-2
blaOXY-6-20,extended-spectrum class A beta-lactamase OXY-6-20,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-20
blaOXY-6-21,extended-spectrum class A beta-lactamase OXY-6-21,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-21
blaOXY-6-22,extended-spectrum class A beta-lactamase OXY-6-22,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-22
blaOXY-6-23,extended-spectrum class A beta-lactamase OXY-6-23,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-23
blaOXY-6-24,extended-spectrum class A beta-lactamase OXY-6-24,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-24
blaOXY-6-25,extended-spectrum class A beta-lactamase OXY-6-25,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-25
blaOXY-6-26,extended-spectrum class A beta-lactamase OXY-6-26,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-26
blaOXY-6-27,extended-spectrum class A beta-lactamase OXY-6-27,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-27
blaOXY-6-3,extended-spectrum class A beta-lactamase OXY-6-3,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-3
blaOXY-6-4,extended-spectrum class A beta-lactamase OXY-6-4,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-4
blaOXY-6-5,extended-spectrum class A beta-lactamase OXY-6-5,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-5
blaOXY-6-6,extended-spectrum class A beta-lactamase OXY-6-6,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-6
blaOXY-6-7,extended-spectrum class A beta-lactamase OXY-6-7,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-7
blaOXY-6-8,extended-spectrum class A beta-lactamase OXY-6-8,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-8
blaOXY-6-9,extended-spectrum class A beta-lactamase OXY-6-9,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-6-9
blaOXY-7-1,extended-spectrum class A beta-lactamase OXY-7-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-7-1
blaOXY-8-1,extended-spectrum class A beta-lactamase OXY-8-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-8-1
blaOXY-8-2,extended-spectrum class A beta-lactamase OXY-8-2,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-8-2
blaOXY-8-3,extended-spectrum class A beta-lactamase OXY-8-3,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-8-3
blaOXY-8-4,extended-spectrum class A beta-lactamase OXY-8-4,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-8-4
blaOXY-8-5,extended-spectrum class A beta-lactamase OXY-8-5,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-8-5
blaOXY-8-6,extended-spectrum class A beta-lactamase OXY-8-6,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-8-6
blaOXY-8-7,extended-spectrum class A beta-lactamase OXY-8-7,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-8-7
blaOXY-9-1,extended-spectrum class A beta-lactamase OXY-9-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-9-1
blaP,class A beta-lactamase BlaP,class A beta-lactamase BlaP,BETA-LACTAM,beta-lactamase,blaP
blaPAC-1,inhibitior-resistant extended spectrum class C beta-lactamase PAC-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPAC-1
blaPAC-2,inhibitor-resistant extended spectrum class C beta-lactamase PAC-2,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPAC-2
blaPAD-1,carbapenem-hydrolyzing class A beta-lactamase PAD-1,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaPAD-1
blaPAM-1,subclass B3 metallo-beta-lactamase PAM-1,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaPAM-1
blaPAM-2,subclass B3 metallo-beta-lactamase PAM-2,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaPAM-2
blaPAM-3,subclass B3 metallo-beta-lactamase PAM-3,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaPAM-3
blaPAM-5,subclass B3 metallo-beta-lactamase PAM-5,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaPAM-5
blaPAM-6,subclass B3 metallo-beta-lactamase PAM-6,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaPAM-6
blaPAN-1,subclass B1 metallo-beta-lactamase PAN-1,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaPAN-1
blaPAU-1,class A beta-lactamase PAU-1,nan,BETA-LACTAM,beta-lactamase,blaPAU-1
blaPDC-1,cephalosporin-hydrolyzing class C beta-lactamase PDC-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-1
blaPDC-10,class C beta-lactamase PDC-10,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-10
blaPDC-100,class C beta-lactamase PDC-100,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-100
blaPDC-101,class C beta-lactamase PDC-101,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-101
blaPDC-102,class C beta-lactamase PDC-102,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-102
blaPDC-103,class C beta-lactamase PDC-103,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-103
blaPDC-104,class C beta-lactamase PDC-104,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-104
blaPDC-105,class C beta-lactamase PDC-105,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-105
blaPDC-106,class C beta-lactamase PDC-106,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-106
blaPDC-107,class C beta-lactamase PDC-107,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-107
blaPDC-108,class C beta-lactamase PDC-108,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-108
blaPDC-109,class C beta-lactamase PDC-109,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-109
blaPDC-11,class C beta-lactamase PDC-11,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-11
blaPDC-110,class C beta-lactamase PDC-110,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-110
blaPDC-111,class C beta-lactamase PDC-111,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-111
blaPDC-112,class C beta-lactamase PDC-112,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-112
blaPDC-113,class C beta-lactamase PDC-113,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-113
blaPDC-114,class C beta-lactamase PDC-114,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-114
blaPDC-115,class C beta-lactamase PDC-115,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-115
blaPDC-116,class C beta-lactamase PDC-116,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-116
blaPDC-117,class C beta-lactamase PDC-117,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-117
blaPDC-118,class C beta-lactamase PDC-118,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-118
blaPDC-119,class C beta-lactamase PDC-119,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-119
blaPDC-12,class C beta-lactamase PDC-12,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-12
blaPDC-120,class C beta-lactamase PDC-120,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-120
blaPDC-121,class C beta-lactamase PDC-121,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-121
blaPDC-122,class C beta-lactamase PDC-122,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-122
blaPDC-123,class C beta-lactamase PDC-123,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-123
blaPDC-124,class C beta-lactamase PDC-124,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-124
blaPDC-125,class C beta-lactamase PDC-125,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-125
blaPDC-126,class C beta-lactamase PDC-126,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-126
blaPDC-127,class C beta-lactamase PDC-127,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-127
blaPDC-128,class C beta-lactamase PDC-128,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-128
blaPDC-129,class C beta-lactamase PDC-129,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-129
blaPDC-13,class C beta-lactamase PDC-13,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-13
blaPDC-130,class C beta-lactamase PDC-130,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-130
blaPDC-131,class C beta-lactamase PDC-131,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-131
blaPDC-132,class C beta-lactamase PDC-132,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-132
blaPDC-133,class C beta-lactamase PDC-133,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-133
blaPDC-134,class C beta-lactamase PDC-134,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-134
blaPDC-135,class C beta-lactamase PDC-135,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-135
blaPDC-136,class C beta-lactamase PDC-136,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-136
blaPDC-137,class C beta-lactamase PDC-137,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-137
blaPDC-138,class C beta-lactamase PDC-138,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-138
blaPDC-139,class C beta-lactamase PDC-139,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-139
blaPDC-14,class C beta-lactamase PDC-14,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-14
blaPDC-140,class C beta-lactamase PDC-140,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-140
blaPDC-141,class C beta-lactamase PDC-141,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-141
blaPDC-142,class C beta-lactamase PDC-142,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-142
blaPDC-143,class C beta-lactamase PDC-143,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-143
blaPDC-144,class C beta-lactamase PDC-144,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-144
blaPDC-145,class C beta-lactamase PDC-145,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-145
blaPDC-146,class C beta-lactamase PDC-146,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-146
blaPDC-147,class C beta-lactamase PDC-147,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-147
blaPDC-148,class C beta-lactamase PDC-148,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-148
blaPDC-149,class C beta-lactamase PDC-149,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-149
blaPDC-15,class C beta-lactamase PDC-15,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-15
blaPDC-150,class C beta-lactamase PDC-150,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-150
blaPDC-151,class C beta-lactamase PDC-151,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-151
blaPDC-152,class C beta-lactamase PDC-152,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-152
blaPDC-153,class C beta-lactamase PDC-153,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-153
blaPDC-154,class C beta-lactamase PDC-154,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-154
blaPDC-155,class C beta-lactamase PDC-155,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-155
blaPDC-156,class C beta-lactamase PDC-156,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-156
blaPDC-157,class C beta-lactamase PDC-157,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-157
blaPDC-158,class C beta-lactamase PDC-158,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-158
blaPDC-159,class C beta-lactamase PDC-159,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-159
blaPDC-16,class C beta-lactamase PDC-16,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-16
blaPDC-160,class C beta-lactamase PDC-160,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-160
blaPDC-161,class C beta-lactamase PDC-161,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-161
blaPDC-162,class C beta-lactamase PDC-162,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-162
blaPDC-163,class C beta-lactamase PDC-163,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-163
blaPDC-164,class C beta-lactamase PDC-164,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-164
blaPDC-165,class C beta-lactamase PDC-165,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-165
blaPDC-166,inhibitor-resistant extended-spectrum class C beta-lactamase PDC-166,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-166
blaPDC-167,class C beta-lactamase PDC-167,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-167
blaPDC-168,class C beta-lactamase PDC-168,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-168
blaPDC-169,class C beta-lactamase PDC-169,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-169
blaPDC-17,class C beta-lactamase PDC-17,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-17
blaPDC-170,class C beta-lactamase PDC-170,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-170
blaPDC-171,class C beta-lactamase PDC-171,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-171
blaPDC-172,class C beta-lactamase PDC-172,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-172
blaPDC-173,class C beta-lactamase PDC-173,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-173
blaPDC-174,class C beta-lactamase PDC-174,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-174
blaPDC-175,class C beta-lactamase PDC-175,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-175
blaPDC-176,class C beta-lactamase PDC-176,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-176
blaPDC-177,class C beta-lactamase PDC-177,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-177
blaPDC-178,class C beta-lactamase PDC-178,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-178
blaPDC-179,class C beta-lactamase PDC-179,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-179
blaPDC-18,class C beta-lactamase PDC-18,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-18
blaPDC-180,class C beta-lactamase PDC-180,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-180
blaPDC-181,class C beta-lactamase PDC-181,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-181
blaPDC-182,class C beta-lactamase PDC-182,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-182
blaPDC-183,class C beta-lactamase PDC-183,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-183
blaPDC-184,class C beta-lactamase PDC-184,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-184
blaPDC-185,class C beta-lactamase PDC-185,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-185
blaPDC-186,inhibitor-resistant extended-spectrum class C beta-lactamase PDC-186,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-186
blaPDC-187,class C beta-lactamase PDC-187,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-187
blaPDC-188,class C beta-lactamase PDC-188,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-188
blaPDC-189,class C beta-lactamase PDC-189,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-189
blaPDC-190,class C beta-lactamase PDC-190,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-190
blaPDC-191,inhibitor-resistant extended-spectrum class C beta-lactamase PDC-191,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-191
blaPDC-192,class C beta-lactamase PDC-192,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-192
blaPDC-193,class C beta-lactamase PDC-193,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-193
blaPDC-194,class C beta-lactamase PDC-194,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-194
blaPDC-195,class C beta-lactamase PDC-195,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-195
blaPDC-196,class C beta-lactamase PDC-196,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-196
blaPDC-197,class C beta-lactamase PDC-197,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-197
blaPDC-198,class C beta-lactamase PDC-198,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-198
blaPDC-199,class C beta-lactamase PDC-199,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-199
blaPDC-19a,class C beta-lactamase PDC-19a,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-19a
blaPDC-19b,class C beta-lactamase PDC-19b,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-19b
blaPDC-2,extended-spectrum class C beta-lactamase PDC-2,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-2
blaPDC-20,class C beta-lactamase PDC-20,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-20
blaPDC-200,class C beta-lactamase PDC-200,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-200
blaPDC-201,class C beta-lactamase PDC-201,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-201
blaPDC-202,class C beta-lactamase PDC-202,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-202
blaPDC-203,class C beta-lactamase PDC-203,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-203
blaPDC-204,class C beta-lactamase PDC-204,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-204
blaPDC-205,class C beta-lactamase PDC-205,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-205
blaPDC-206,class C beta-lactamase PDC-206,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-206
blaPDC-207,class C beta-lactamase PDC-207,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-207
blaPDC-208,class C beta-lactamase PDC-208,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-208
blaPDC-209,class C beta-lactamase PDC-209,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-209
blaPDC-210,class C beta-lactamase PDC-210,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-210
blaPDC-211,class C beta-lactamase PDC-211,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-211
blaPDC-212,class C beta-lactamase PDC-212,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaPDC-212
